5ff1e1eb0a720f05230005751	4011	5ff1e1eb0a720f0523000575
5ff1e1bb0a720f052300056b1	4011	5ff1e1bb0a720f052300056b
5ff1e1bb0a720f052300056b2	028400642255	5ff1e1bb0a720f052300056b
5ff1e1ee0a7214ada100056f1	4011	5ff1e1ee0a7214ada100056f
5ff1e1d20a7214ada10005611	4011	5ff1e1d20a7214ada1000561
5ff1e1d20a7214ada10005612	1234	5ff1e1d20a7214ada1000561
5ff1e1e40a7214ada10005661	4011	5ff1e1e40a7214ada1000566
5ff1e1a40a720f05230005691	046000832517	5ff1e1a40a720f0523000569
5ff1e1ed0a7214ada100056e1	4011	5ff1e1ed0a7214ada100056e
5ff1e1eb0a7214ada100056b1	4011	5ff1e1eb0a7214ada100056b
5ff1e1c50a720f052300056c1	4011	5ff1e1c50a720f052300056c
5ff1e1a10a720f05230005681	013562300631	5ff1e1a10a720f0523000568
5ff1e1b60a7214ada100055c1	034100573065	5ff1e1b60a7214ada100055c
5ff1e1b60a7214ada100055c2	034100573065	5ff1e1b60a7214ada100055c
5ff1e1b60a7214ada100055c3	034100573065	5ff1e1b60a7214ada100055c
5ff1e1b60a7214ada100055c4	034100573065	5ff1e1b60a7214ada100055c
5ff1e1b60a7214ada100055c5	034100573065	5ff1e1b60a7214ada100055c
5ff1e1b60a7214ada100055c6	034100573065	5ff1e1b60a7214ada100055c
5ff1e1b60a7214ada100055c7	034100573065	5ff1e1b60a7214ada100055c
5ff1e1b60a7214ada100055c8	034100573065	5ff1e1b60a7214ada100055c
5ff1e1b60a7214ada100055c9	034100573065	5ff1e1b60a7214ada100055c
5ff1e1b60a7214ada100055c10	034100573065	5ff1e1b60a7214ada100055c
5f9c74f70a7214ad070000371	075925306254	5f9c74f70a7214ad07000037
5ff1e1b20a7214ada100055a1	4011	5ff1e1b20a7214ada100055a
5ff1e1df0a7214ada10005641	4011	5ff1e1df0a7214ada1000564
5ff1e1df0a7214ada10005642	028400642255	5ff1e1df0a7214ada1000564
5ff1e1b40a7214ada100055b1	075925306254	5ff1e1b40a7214ada100055b
5ff1e1eb0a720f05230005761	4011	5ff1e1eb0a720f0523000576
5ff1e1c80a720f052300056d1	4011	5ff1e1c80a720f052300056d
5ff1e1c80a720f052300056d2	1234	5ff1e1c80a720f052300056d
5f9c74f90a7214ad070000381	075925306254	5f9c74f90a7214ad07000038
5f9c74f90a7214ad070000382	075925306254	5f9c74f90a7214ad07000038
5f9c74f90a7214ad070000383	034100573065	5f9c74f90a7214ad07000038
5f9c74f90a7214ad070000384	034100573065	5f9c74f90a7214ad07000038
5f9c74f90a7214ad070000385	034100573065	5f9c74f90a7214ad07000038
5ff1e1960a720f05230005671	4011	5ff1e1960a720f0523000567
5ff1e1ec0a7214ada100056c1	4011	5ff1e1ec0a7214ada100056c
5ff1e1d70a720f05230005711	041000168468	5ff1e1d70a720f0523000571
5ff1e1d70a720f05230005712	2700719497082	5ff1e1d70a720f0523000571
5ff1e1c60a7214ada100055e1	4011	5ff1e1c60a7214ada100055e
5ff1e1c60a7214ada100055e2	1234	5ff1e1c60a7214ada100055e
5ff1e1ee0a7214ada10005701	4011	5ff1e1ee0a7214ada1000570
5ff1e1cf0a720f05230005701	4011	5ff1e1cf0a720f0523000570
5ff1e1cf0a720f05230005702	1234	5ff1e1cf0a720f0523000570
5ff1e1e10a720f05230005721	079400066619	5ff1e1e10a720f0523000572
5ff1e1d40a7214ada10005622	051500720011	5ff1e1d40a7214ada1000562
5ff1e1ee0a720f05230005781	4011	5ff1e1ee0a720f0523000578
5ff371030a7214ada10005a51	087684001127	5ff371030a7214ada10005a5
5ff371030a7214ada10005a52	087684001127	5ff371030a7214ada10005a5
5ff371030a7214ada10005a53	087684001127	5ff371030a7214ada10005a5
5ff371030a7214ada10005a54	087684001127	5ff371030a7214ada10005a5
5ff371030a7214ada10005a55	087684001127	5ff371030a7214ada10005a5
5ff371030a7214ada10005a56	087684001127	5ff371030a7214ada10005a5
5ff371030a7214ada10005a57	087684001127	5ff371030a7214ada10005a5
5ff371030a7214ada10005a58	087684001127	5ff371030a7214ada10005a5
5ff371030a7214ada10005a59	087684001127	5ff371030a7214ada10005a5
5ff371030a7214ada10005a510	087684001127	5ff371030a7214ada10005a5
5ff36dcc0a720f05230005b11	071040063102	5ff36dcc0a720f05230005b1
5ff36c750a7214ada100058f1	029000079236	5ff36c750a7214ada100058f
5ff36c750a7214ada100058f2	029000079236	5ff36c750a7214ada100058f
5ff36c750a7214ada100058f3	029000079236	5ff36c750a7214ada100058f
5ff36c750a7214ada100058f4	029000079236	5ff36c750a7214ada100058f
5ff36c750a7214ada100058f5	029000079236	5ff36c750a7214ada100058f
5ff36c750a7214ada100058f6	029000079236	5ff36c750a7214ada100058f
5ff36c750a7214ada100058f7	029000079236	5ff36c750a7214ada100058f
5ff36c750a7214ada100058f8	029000079236	5ff36c750a7214ada100058f
5ff36c750a7214ada100058f9	029000079236	5ff36c750a7214ada100058f
5ff36d860a720f05230005a71	041129002292	5ff36d860a720f05230005a7
5ff36d9f0a720f05230005ab1	043000946060	5ff36d9f0a720f05230005ab
5ff36adb0a720f05230005901	044700009888	5ff36adb0a720f0523000590
