5ff1e1eb0a720f0523000575	2021-01-03 09:25:31	26.00	FINISHED	5
5ff1e1bb0a720f052300056b	2021-01-03 09:24:43	11.00	FINISHED	2
5ff1e1f10a720f052300057a	2021-01-03 09:25:37	10.00	REJECTED	1
5ff1e1ee0a7214ada100056f	2021-01-03 09:25:34	28.00	FINISHED	4
5ff1e1d20a7214ada1000561	2021-01-03 09:25:06	1.00	FINISHED	2
5ff1e1e40a7214ada1000566	2021-01-03 09:25:24	3.25	FINISHED	1
5ff1e1cd0a720f052300056f	2021-01-03 09:25:01	2.23	FINISHED	1
5ff1e1a40a720f0523000569	2021-01-03 09:24:20	10.00	FINISHED	1
5ff1e1ed0a7214ada100056e	2021-01-03 09:25:33	20.00	FINISHED	5
5ff1e1eb0a7214ada100056b	2021-01-03 09:25:31	20.00	FINISHED	3
5ff1e1c50a720f052300056c	2021-01-03 09:24:53	1.00	FINISHED	1
5ff1e1a10a720f0523000568	2021-01-03 09:24:17	50.00	FINISHED	5
5ff1e1b60a7214ada100055c	2021-01-03 09:24:38	290.00	FLAGGED	10
5f9c74f70a7214ad07000037	2020-10-30 15:17:59	1.00	REJECTED	11
5ff1e1b20a7214ada100055a	2021-01-03 09:24:34	1.00	FINISHED	1
5ff1e1e90a7214ada1000569	2021-01-03 09:25:29	0.00	FLAGGED	0
5ff1e1df0a7214ada1000564	2021-01-03 09:25:19	11.00	FINISHED	2
5ff1e1b40a7214ada100055b	2021-01-03 09:24:36	1.00	FLAGGED	1
5ff1e1eb0a720f0523000576	2021-01-03 09:25:31	26.00	FINISHED	2
5ff1e1c80a720f052300056d	2021-01-03 09:24:56	1.00	FINISHED	2
5f9c74f90a7214ad07000038	2020-10-30 15:18:01	14.00	FINISHED	6
5ff1e1960a720f0523000567	2021-01-03 09:24:06	1.00	FINISHED	1
5ff1e1ec0a7214ada100056c	2021-01-03 09:25:32	21.00	FINISHED	2
5ff1e1d70a720f0523000571	2021-01-03 09:25:11	2.00	FINISHED	2
5ff1e1c60a7214ada100055e	2021-01-03 09:24:54	1.00	FINISHED	2
5ff1e1ee0a7214ada1000570	2021-01-03 09:25:34	27.00	FINISHED	5
5ff1e1cf0a720f0523000570	2021-01-03 09:25:03	1.00	FINISHED	2
5ff1e1e10a720f0523000572	2021-01-03 09:25:21	1.00	FINISHED	1
5ff1e1d40a7214ada1000562	2021-01-03 09:25:08	3.00	REJECTED	3
5ff1e1ee0a720f0523000578	2021-01-03 09:25:34	27.00	FINISHED	4
5ff371030a7214ada10005a5	2021-01-04 13:48:19	10.00	FINISHED	10
5ff36dcc0a720f05230005b1	2021-01-04 13:34:36	0.99	FINISHED	1
5ff36c750a7214ada100058f	2021-01-04 13:28:53	89.91	FINISHED	9
5ff36d860a720f05230005a7	2021-01-04 13:33:26	1.00	FINISHED	1
5ff36d9f0a720f05230005ab	2021-01-04 13:33:51	1.00	FINISHED	1
5ff36adb0a720f0523000590	2021-01-04 13:22:03	49.95	FINISHED	5
5ff36da00a7214ada100059b	2021-01-04 13:33:52	1.00	FINISHED	1
5ff36dc40a7214ada100059f	2021-01-04 13:34:28	89.91	FINISHED	9
5ff3710b0a7214ada10005a7	2021-01-04 13:48:27	89.91	FINISHED	9
5ff36d780a7214ada1000593	2021-01-04 13:33:12	10.00	FINISHED	1
5ff371410a7214ada10005ba	2021-01-04 13:49:21	1.00	FINISHED	1
5ff36c8b0a720f05230005a1	2021-01-04 13:29:15	1.00	FINISHED	1
5ff36c550a7214ada1000588	2021-01-04 13:28:21	25.00	FINISHED	5
5ff36acb0a720f052300058d	2021-01-04 13:21:47	89.91	FINISHED	9
5ff371450a7214ada10005bd	2021-01-04 13:49:25	49.95	FINISHED	5
5ff36d9d0a720f05230005aa	2021-01-04 13:33:49	25.00	FINISHED	5
5ff36c590a7214ada1000589	2021-01-04 13:28:25	25.00	FINISHED	5
5ff29be20a7214ada1000571	2021-01-03 22:38:58	1.00	FINISHED	1
5ff3416f0a7214ada1000576	2021-01-04 10:25:19	28.57	FINISHED	1
5ff36c6d0a720f0523000597	2021-01-04 13:28:45	18.20	FINISHED	4
5ff36a830a7214ada100057b	2021-01-04 13:20:35	1.00	FINISHED	1
5ff36c570a720f0523000593	2021-01-04 13:28:23	10.00	FINISHED	1
5ff3713c0a7214ada10005b6	2021-01-04 13:49:16	10.00	FINISHED	1
5ff371130a7214ada10005aa	2021-01-04 13:48:35	0.99	FINISHED	1
5ff370f00a7214ada10005a3	2021-01-04 13:48:00	49.95	FINISHED	5
5ff371240a7214ada10005b3	2021-01-04 13:48:52	1.00	FINISHED	1
5ff36c8d0a7214ada1000591	2021-01-04 13:29:17	1.00	FINISHED	1
5ff36ad40a7214ada1000585	2021-01-04 13:21:56	0.99	FINISHED	1
5ff36dcb0a7214ada10005a0	2021-01-04 13:34:35	9.99	FINISHED	1
5ff3416d0a7214ada1000575	2021-01-04 10:25:17	28.57	FINISHED	1
